Date,Open,High,Low,Close,Volume
2025-04-16,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,59732400.0
2025-04-17,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,51334300.0
2025-04-21,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,46742500.0
2025-04-22,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,52976400.0
2025-04-23,206.0,208.0,202.8000030517578,204.60000610351562,52929200.0
2025-04-24,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,47311000.0
2025-04-25,206.3699951171875,209.75,206.1999969482422,209.27999877929688,38198600.0
